,start,end,station
1384,2021-02-18 09:43:19,2021-02-18 09:43:42,9
1385,2021-02-18 09:44:15,2021-02-18 09:45:08,9
1386,2021-02-18 09:47:02,2021-02-18 09:48:05,9
1387,2021-02-18 09:49:05,2021-02-18 09:49:19,9
1388,2021-02-18 09:55:59,2021-02-18 09:57:06,9
1389,2021-02-18 10:02:20,2021-02-18 10:02:55,9
1390,2021-02-18 10:03:49,2021-02-18 10:10:21,9
1391,2021-02-18 10:16:51,2021-02-18 10:17:30,9
1392,2021-02-18 10:34:58,2021-02-18 10:37:55,9
1393,2021-02-18 10:38:08,2021-02-18 10:38:36,9
1394,2021-02-18 10:45:45,2021-02-18 10:48:25,9
1395,2021-02-18 10:49:40,2021-02-18 10:51:33,9
1396,2021-02-18 11:33:00,2021-02-18 11:34:13,9
1397,2021-02-18 11:43:44,2021-02-18 11:43:53,9
1398,2021-02-18 11:44:04,2021-02-18 11:44:22,9
1399,2021-02-18 11:48:27,2021-02-18 11:49:02,9
1400,2021-02-18 11:52:40,2021-02-18 11:52:45,9
1401,2021-02-18 11:57:29,2021-02-18 11:57:41,9
1402,2021-02-18 12:01:58,2021-02-18 12:02:16,9
1403,2021-02-18 12:07:36,2021-02-18 12:08:32,9
1404,2021-02-18 12:11:20,2021-02-18 12:12:05,9
1405,2021-02-18 12:13:19,2021-02-18 12:13:59,9
1406,2021-02-18 12:14:16,2021-02-18 12:20:26,9
1407,2021-02-18 19:06:36,2021-02-18 19:08:00,9
1408,2021-02-18 19:59:35,2021-02-18 20:01:20,9
1409,2021-02-18 20:29:48,2021-02-18 20:37:49,9
1410,2021-02-18 21:00:37,2021-02-18 21:00:57,9
1411,2021-02-18 21:03:55,2021-02-18 21:03:58,9
1412,2021-02-18 21:07:19,2021-02-18 21:09:09,9
1413,2021-02-18 21:16:33,2021-02-18 21:16:39,9
1414,2021-02-18 21:17:24,2021-02-18 21:17:52,9
1415,2021-02-18 21:24:33,2021-02-18 21:25:29,9
1416,2021-02-18 21:27:19,2021-02-18 21:27:52,9
1417,2021-02-18 21:35:33,2021-02-18 21:35:57,9
1418,2021-02-18 21:38:43,2021-02-18 21:38:48,9
1419,2021-02-18 21:40:40,2021-02-18 21:41:08,9
1420,2021-02-18 21:41:21,2021-02-18 21:42:08,9
1421,2021-02-18 22:11:33,2021-02-18 22:13:03,9
1422,2021-02-18 22:13:26,2021-02-18 22:15:51,9
1423,2021-02-19 00:19:57,2021-02-19 00:20:21,9
1424,2021-02-19 00:42:39,2021-02-19 00:42:49,9
1425,2021-02-19 00:45:56,2021-02-19 00:46:13,9
1426,2021-02-19 00:53:48,2021-02-19 00:54:02,9
1427,2021-02-19 00:57:59,2021-02-19 00:58:07,9
1428,2021-02-19 01:00:08,2021-02-19 01:00:28,9
1429,2021-02-19 01:08:01,2021-02-19 01:08:48,9
1430,2021-02-19 01:09:11,2021-02-19 01:09:37,9
1431,2021-02-19 01:10:20,2021-02-19 01:10:26,9
1432,2021-02-19 01:14:35,2021-02-19 01:15:07,9
1433,2021-02-19 01:21:45,2021-02-19 01:21:58,9
1434,2021-02-19 01:30:25,2021-02-19 01:32:26,9
1435,2021-02-19 01:32:42,2021-02-19 01:32:58,9
1436,2021-02-19 01:37:08,2021-02-19 01:37:30,9
1437,2021-02-19 01:39:27,2021-02-19 01:48:54,9
1438,2021-02-19 02:26:20,2021-02-19 02:26:31,9
1439,2021-02-19 02:34:40,2021-02-19 02:35:01,9
1440,2021-02-19 02:43:47,2021-02-19 02:44:19,9
1441,2021-02-19 02:45:21,2021-02-19 02:45:34,9
1442,2021-02-19 02:51:23,2021-02-19 02:51:50,9
1443,2021-02-19 02:53:06,2021-02-19 02:53:16,9
1444,2021-02-19 03:00:38,2021-02-19 03:01:34,9
1445,2021-02-19 03:04:38,2021-02-19 03:04:49,9
1446,2021-02-19 03:12:31,2021-02-19 03:12:34,9
1447,2021-02-19 03:14:12,2021-02-19 03:14:25,9
1448,2021-02-19 03:14:41,2021-02-19 03:15:00,9
1449,2021-02-19 03:19:25,2021-02-19 03:21:53,9
1450,2021-02-19 03:22:07,2021-02-19 03:22:09,9
1451,2021-02-19 03:22:46,2021-02-19 03:22:56,9
1452,2021-02-19 03:25:04,2021-02-19 03:25:19,9
1453,2021-02-19 03:27:29,2021-02-19 03:28:33,9
1454,2021-02-19 03:37:20,2021-02-19 03:37:25,9
1455,2021-02-19 03:51:57,2021-02-19 03:52:02,9
1456,2021-02-19 04:02:55,2021-02-19 04:03:10,9
1457,2021-02-19 04:05:42,2021-02-19 04:10:31,9
1458,2021-02-19 04:12:59,2021-02-19 04:13:31,9
1459,2021-02-19 04:14:24,2021-02-19 04:14:59,9
1460,2021-02-19 04:16:56,2021-02-19 04:17:23,9
1461,2021-02-19 04:46:33,2021-02-19 04:47:50,9
1462,2021-02-19 05:17:04,2021-02-19 05:18:28,9
1463,2021-02-19 05:22:20,2021-02-19 05:23:13,9
1464,2021-02-19 05:34:50,2021-02-19 05:35:07,9
1465,2021-02-19 05:35:36,2021-02-19 05:36:15,9
1466,2021-02-19 05:37:24,2021-02-19 05:38:44,9
1467,2021-02-19 05:41:30,2021-02-19 05:42:05,9
1468,2021-02-19 05:43:30,2021-02-19 05:43:58,9
1469,2021-02-19 05:51:27,2021-02-19 05:51:34,9
1470,2021-02-19 05:55:15,2021-02-19 05:56:19,9
1471,2021-02-19 05:59:58,2021-02-19 06:00:06,9
1472,2021-02-19 06:37:07,2021-02-19 06:38:18,9
1473,2021-02-19 06:48:57,2021-02-19 06:51:24,9
1474,2021-02-19 06:53:12,2021-02-19 07:00:52,9
1475,2021-02-19 07:05:12,2021-02-19 07:05:14,9
1476,2021-02-19 07:06:22,2021-02-19 07:06:28,9
1477,2021-02-19 07:06:49,2021-02-19 07:06:58,9
1478,2021-02-19 07:08:26,2021-02-19 07:10:33,9
1479,2021-02-19 07:16:49,2021-02-19 07:17:03,9
1480,2021-02-19 07:19:46,2021-02-19 07:21:47,9
1481,2021-02-19 08:21:14,2021-02-19 08:22:26,9
1482,2021-02-19 08:33:51,2021-02-19 08:34:28,9
1483,2021-02-19 08:36:02,2021-02-19 08:36:17,9
1484,2021-02-19 09:33:10,2021-02-19 09:37:34,9
1485,2021-02-19 09:40:44,2021-02-19 09:43:30,9
1486,2021-02-19 09:52:19,2021-02-19 09:52:36,9
1487,2021-02-19 09:56:02,2021-02-19 09:56:24,9
1488,2021-02-19 10:11:28,2021-02-19 10:11:34,9
1489,2021-02-19 10:16:04,2021-02-19 10:16:37,9
1490,2021-02-19 10:21:10,2021-02-19 10:22:12,9
1491,2021-02-19 10:22:28,2021-02-19 10:22:32,9
1492,2021-02-19 10:23:56,2021-02-19 10:25:36,9
1493,2021-02-19 10:26:35,2021-02-19 10:32:59,9
1494,2021-02-19 11:02:26,2021-02-19 11:03:23,9
1495,2021-02-19 11:05:49,2021-02-19 11:06:31,9
1496,2021-02-19 11:08:52,2021-02-19 11:11:54,9
1497,2021-02-19 11:13:51,2021-02-19 11:13:55,9
1498,2021-02-19 11:16:18,2021-02-19 11:18:04,9
1499,2021-02-19 11:22:34,2021-02-19 11:24:38,9
1500,2021-02-19 11:40:03,2021-02-19 11:42:19,9
1501,2021-02-19 12:06:25,2021-02-19 12:07:10,8
1502,2021-02-19 12:08:16,2021-02-19 12:08:45,8
1503,2021-02-19 12:10:33,2021-02-19 12:13:21,8
1504,2021-02-19 12:19:03,2021-02-19 12:20:04,7
1505,2021-02-19 12:23:28,2021-02-19 12:23:38,2
1506,2021-02-19 14:56:03,2021-02-19 15:36:03,9
1507,2021-02-19 19:58:38,2021-02-19 19:59:10,9
1508,2021-02-19 20:18:22,2021-02-19 20:19:01,9
1509,2021-02-19 20:25:06,2021-02-19 20:26:08,9
1510,2021-02-19 20:26:29,2021-02-19 20:28:01,9
1511,2021-02-19 20:29:06,2021-02-19 20:29:57,9
1512,2021-02-19 20:37:39,2021-02-19 20:37:42,9
1513,2021-02-19 20:53:20,2021-02-19 20:55:49,9
1514,2021-02-19 22:32:48,2021-02-19 22:33:01,9
1515,2021-02-19 23:02:50,2021-02-19 23:03:08,9
1516,2021-02-19 23:14:44,2021-02-19 23:14:50,9
1517,2021-02-19 23:20:54,2021-02-19 23:24:23,9
1518,2021-02-19 23:37:38,2021-02-19 23:37:49,9
1519,2021-02-19 23:52:21,2021-02-19 23:52:51,9
1520,2021-02-19 23:56:18,2021-02-19 23:56:29,9
1521,2021-02-19 23:57:45,2021-02-19 23:58:04,9
1522,2021-02-20 00:07:05,2021-02-20 00:07:15,9
1523,2021-02-20 00:07:54,2021-02-20 00:17:53,9
1524,2021-02-20 00:55:00,2021-02-20 00:57:00,9
1525,2021-02-20 00:57:11,2021-02-20 01:00:15,9
1526,2021-02-20 01:00:35,2021-02-20 01:01:05,9
1527,2021-02-20 01:10:58,2021-02-20 01:11:06,9
1528,2021-02-20 01:25:36,2021-02-20 01:26:10,9
1529,2021-02-20 01:31:07,2021-02-20 01:31:41,9
1530,2021-02-20 01:34:02,2021-02-20 01:34:14,9
1531,2021-02-20 01:48:19,2021-02-20 01:48:53,9
1532,2021-02-20 01:51:55,2021-02-20 01:52:17,9
1533,2021-02-20 01:52:40,2021-02-20 01:58:25,9
1534,2021-02-20 02:06:42,2021-02-20 02:09:57,9
1535,2021-02-20 02:16:54,2021-02-20 02:17:02,9
1536,2021-02-20 02:18:26,2021-02-20 02:18:32,9
1537,2021-02-20 02:18:57,2021-02-20 02:21:24,9
1538,2021-02-20 03:38:26,2021-02-20 03:39:29,9
1539,2021-02-20 05:04:52,2021-02-20 05:05:20,9
1540,2021-02-20 05:06:43,2021-02-20 05:10:37,9
1541,2021-02-20 05:10:51,2021-02-20 05:15:31,9
1542,2021-02-20 05:23:19,2021-02-20 05:25:32,9
1543,2021-02-20 05:26:49,2021-02-20 05:32:25,9
1544,2021-02-20 05:38:02,2021-02-20 05:38:38,9
1545,2021-02-20 05:42:20,2021-02-20 05:42:29,9
1546,2021-02-20 05:46:03,2021-02-20 05:46:13,9
1547,2021-02-20 05:48:40,2021-02-20 05:49:15,9
1548,2021-02-20 05:50:45,2021-02-20 05:50:52,9
1549,2021-02-20 05:53:48,2021-02-20 05:54:54,9
1550,2021-02-20 05:56:06,2021-02-20 05:56:12,9
1551,2021-02-20 05:58:46,2021-02-20 05:59:02,9
1552,2021-02-20 06:05:30,2021-02-20 06:06:29,9
1553,2021-02-20 06:08:04,2021-02-20 06:08:17,9
1554,2021-02-20 06:14:59,2021-02-20 06:15:47,9
1555,2021-02-20 06:17:54,2021-02-20 06:18:23,9
1556,2021-02-20 06:19:16,2021-02-20 06:19:31,9
1557,2021-02-20 06:23:57,2021-02-20 06:26:18,9
1558,2021-02-20 07:19:05,2021-02-20 07:20:34,9
1559,2021-02-20 08:11:22,2021-02-20 08:11:39,9
1560,2021-02-20 08:15:57,2021-02-20 08:17:22,9
1561,2021-02-20 08:21:15,2021-02-20 08:21:40,9
1562,2021-02-20 08:23:59,2021-02-20 08:24:45,9
1563,2021-02-20 08:25:08,2021-02-20 08:25:40,9
1564,2021-02-20 08:28:25,2021-02-20 08:29:16,9
1565,2021-02-20 08:29:45,2021-02-20 08:32:08,9
1566,2021-02-20 08:46:33,2021-02-20 08:47:47,9
1567,2021-02-20 09:00:33,2021-02-20 09:00:43,9
1568,2021-02-20 09:03:05,2021-02-20 09:03:22,9
1569,2021-02-20 09:04:32,2021-02-20 09:06:36,9
1570,2021-02-20 09:09:20,2021-02-20 09:09:51,9
1571,2021-02-20 09:20:29,2021-02-20 09:20:47,9
1572,2021-02-20 09:21:04,2021-02-20 09:23:01,9
1573,2021-02-20 09:38:08,2021-02-20 09:38:16,9
1574,2021-02-20 09:44:24,2021-02-20 09:55:27,9
1575,2021-02-20 10:38:13,2021-02-20 10:38:36,9
1576,2021-02-20 10:39:19,2021-02-20 10:40:16,9
1577,2021-02-20 10:40:30,2021-02-20 10:40:48,9
1578,2021-02-20 10:54:05,2021-02-20 10:54:39,9
1579,2021-02-20 10:55:09,2021-02-20 10:55:54,9
1580,2021-02-20 11:03:21,2021-02-20 11:04:29,9
1581,2021-02-20 11:08:48,2021-02-20 11:09:16,9
1582,2021-02-20 11:19:50,2021-02-20 11:20:20,9
1583,2021-02-20 11:26:54,2021-02-20 11:27:53,9
1584,2021-02-20 11:31:21,2021-02-20 11:31:49,9
1585,2021-02-20 11:48:05,2021-02-20 11:48:40,9
1586,2021-02-20 11:50:36,2021-02-20 11:50:53,9
1587,2021-02-20 11:54:59,2021-02-20 11:55:29,9
1588,2021-02-20 11:57:44,2021-02-20 11:57:49,9
1589,2021-02-20 11:58:40,2021-02-20 11:59:08,9
1590,2021-02-20 11:59:36,2021-02-20 11:59:49,9
1591,2021-02-20 12:02:05,2021-02-20 12:03:45,9
1592,2021-02-20 19:46:30,2021-02-20 19:47:23,9
1593,2021-02-20 20:07:35,2021-02-20 20:07:38,9
1594,2021-02-20 20:11:55,2021-02-20 20:13:27,9
1595,2021-02-20 20:16:48,2021-02-20 20:17:05,9
1596,2021-02-20 20:20:19,2021-02-20 20:25:57,9
1597,2021-02-20 20:27:00,2021-02-20 20:27:04,9
1598,2021-02-20 20:29:38,2021-02-20 20:30:18,9
1599,2021-02-20 20:33:05,2021-02-20 20:33:56,9
1600,2021-02-20 20:36:23,2021-02-20 20:36:26,9
1601,2021-02-20 20:40:30,2021-02-20 20:41:24,9
1602,2021-02-20 21:38:22,2021-02-20 21:38:47,9
1603,2021-02-20 21:49:22,2021-02-20 21:49:59,9
1604,2021-02-20 22:05:17,2021-02-20 22:06:10,9
1605,2021-02-20 22:15:00,2021-02-20 22:15:29,9
1606,2021-02-20 22:34:46,2021-02-20 22:39:41,9
1607,2021-02-20 22:50:24,2021-02-20 22:50:33,9
1608,2021-02-20 22:54:48,2021-02-20 22:55:06,9
1609,2021-02-20 22:57:56,2021-02-20 22:58:03,9
1610,2021-02-20 23:06:53,2021-02-20 23:16:20,9
1611,2021-02-20 23:18:20,2021-02-20 23:20:31,9
1612,2021-02-20 23:23:31,2021-02-20 23:24:50,9
1613,2021-02-20 23:27:33,2021-02-20 23:27:45,9
1614,2021-02-20 23:35:55,2021-02-20 23:36:32,9
1615,2021-02-20 23:43:26,2021-02-20 23:43:32,9
1616,2021-02-20 23:49:19,2021-02-20 23:49:29,9
1617,2021-02-21 00:04:51,2021-02-21 00:05:12,9
1618,2021-02-21 00:06:07,2021-02-21 00:07:21,9
1619,2021-02-21 00:33:29,2021-02-21 00:33:37,9
1620,2021-02-21 00:42:45,2021-02-21 00:43:01,9
1621,2021-02-21 00:50:31,2021-02-21 00:51:04,9
1622,2021-02-21 00:51:14,2021-02-21 01:01:16,9
1623,2021-02-21 01:03:49,2021-02-21 01:04:21,9
1624,2021-02-21 01:24:03,2021-02-21 01:24:21,9
1625,2021-02-21 01:41:51,2021-02-21 01:42:02,9
1626,2021-02-21 01:48:17,2021-02-21 01:48:47,9
1627,2021-02-21 01:49:00,2021-02-21 01:49:08,9
1628,2021-02-21 01:50:29,2021-02-21 01:51:26,9
1629,2021-02-21 02:02:01,2021-02-21 02:02:21,9
1630,2021-02-21 02:13:44,2021-02-21 02:36:31,9
1631,2021-02-21 02:40:13,2021-02-21 02:40:45,9
1632,2021-02-21 02:45:21,2021-02-21 02:47:33,9
1633,2021-02-21 02:52:50,2021-02-21 02:53:14,9
1634,2021-02-21 03:01:38,2021-02-21 03:01:55,9
1635,2021-02-21 03:02:49,2021-02-21 03:02:57,9
1636,2021-02-21 03:06:50,2021-02-21 03:09:14,9
1637,2021-02-21 04:08:38,2021-02-21 04:08:45,9
1638,2021-02-21 04:27:03,2021-02-21 04:27:17,9
1639,2021-02-21 04:29:40,2021-02-21 04:29:50,9
1640,2021-02-21 04:30:39,2021-02-21 04:30:52,9
1641,2021-02-21 04:33:35,2021-02-21 04:34:04,9
1642,2021-02-21 04:50:43,2021-02-21 04:51:04,9
1643,2021-02-21 05:00:30,2021-02-21 05:00:36,9
1644,2021-02-21 05:00:48,2021-02-21 05:01:01,9
1645,2021-02-21 05:01:51,2021-02-21 05:04:47,9
1646,2021-02-21 05:06:11,2021-02-21 05:12:22,9
1647,2021-02-21 05:17:35,2021-02-21 05:18:51,9
1648,2021-02-21 05:42:10,2021-02-21 05:42:41,9
1649,2021-02-21 05:42:54,2021-02-21 05:43:27,9
1650,2021-02-21 05:46:14,2021-02-21 05:46:32,9
1651,2021-02-21 05:47:29,2021-02-21 05:47:41,9
1652,2021-02-21 05:54:19,2021-02-21 05:54:22,9
1653,2021-02-21 05:59:30,2021-02-21 07:07:22,9
1654,2021-02-21 07:29:58,2021-02-21 07:32:49,9
1655,2021-02-21 08:00:03,2021-02-21 08:00:20,9
1656,2021-02-21 08:02:12,2021-02-21 08:02:23,9
1657,2021-02-21 08:18:00,2021-02-21 08:18:11,9
1658,2021-02-21 08:21:22,2021-02-21 08:21:43,9
1659,2021-02-21 08:25:58,2021-02-21 08:26:54,9
1660,2021-02-21 08:28:37,2021-02-21 08:28:48,9
1661,2021-02-21 08:34:41,2021-02-21 08:35:15,9
1662,2021-02-21 08:39:21,2021-02-21 08:40:01,9
1663,2021-02-21 09:23:35,2021-02-21 09:24:08,9
1664,2021-02-21 09:55:16,2021-02-21 09:56:14,9
1665,2021-02-21 11:24:19,2021-02-21 11:26:59,9
1666,2021-02-21 11:30:34,2021-02-21 11:32:08,9
1667,2021-02-21 11:47:58,2021-02-21 11:48:34,9
1668,2021-02-21 11:50:31,2021-02-21 11:53:33,9
1669,2021-02-21 12:02:46,2021-02-21 12:04:56,9
1670,2021-02-21 12:10:38,2021-02-21 12:12:12,9
1671,2021-02-21 12:14:41,2021-02-21 12:15:21,9
1672,2021-02-21 12:19:21,2021-02-21 12:36:27,9
1673,2021-02-21 12:48:27,2021-02-21 12:49:35,9
1674,2021-02-21 12:51:19,2021-02-21 12:56:49,9
1675,2021-02-21 13:55:23,2021-02-21 13:59:17,9
1676,2021-02-21 13:59:50,2021-02-21 14:00:38,9
1677,2021-02-21 14:03:32,2021-02-21 14:05:12,9
1678,2021-02-21 14:07:28,2021-02-21 14:07:32,9
1679,2021-02-21 14:17:03,2021-02-21 14:21:05,9
1680,2021-02-21 14:22:59,2021-02-21 14:25:51,9
1681,2021-02-21 19:47:50,2021-02-21 19:51:14,9
1682,2021-02-21 20:06:57,2021-02-21 20:12:22,9
1683,2021-02-21 20:14:39,2021-02-21 20:16:21,9
1684,2021-02-21 20:17:11,2021-02-21 20:17:39,9
1685,2021-02-21 20:19:28,2021-02-21 20:19:53,9
1686,2021-02-21 20:23:29,2021-02-21 20:24:29,9
1687,2021-02-21 20:29:31,2021-02-21 20:30:55,9
1688,2021-02-21 20:35:20,2021-02-21 20:35:46,9
1689,2021-02-21 20:38:25,2021-02-21 20:40:07,9
1690,2021-02-21 20:55:53,2021-02-21 21:11:25,9
1691,2021-02-21 21:11:36,2021-02-21 21:12:41,9
1692,2021-02-21 21:29:59,2021-02-21 21:30:20,9
1693,2021-02-21 22:01:56,2021-02-21 22:03:06,9
1694,2021-02-21 22:09:05,2021-02-21 22:11:06,9
1695,2021-02-21 22:12:33,2021-02-21 22:19:34,9
1696,2021-02-21 22:24:56,2021-02-21 22:25:36,9
1697,2021-02-21 22:26:29,2021-02-21 22:27:40,9
1698,2021-02-21 23:35:31,2021-02-21 23:35:35,9
1699,2021-02-21 23:35:50,2021-02-21 23:37:17,9
1700,2021-02-21 23:38:15,2021-02-21 23:38:17,9
1701,2021-02-21 23:39:03,2021-02-21 23:40:08,9
1702,2021-02-21 23:45:47,2021-02-21 23:48:25,9
1703,2021-02-21 23:48:52,2021-02-21 23:49:01,9
1704,2021-02-21 23:52:06,2021-02-21 23:52:19,9
1705,2021-02-22 00:03:18,2021-02-22 00:04:02,9
1706,2021-02-22 00:04:14,2021-02-22 00:04:24,9
1707,2021-02-22 00:19:30,2021-02-22 00:19:36,9
1708,2021-02-22 00:24:37,2021-02-22 00:30:48,9
1709,2021-02-22 00:31:07,2021-02-22 00:31:43,9
1710,2021-02-22 00:37:01,2021-02-22 00:39:03,9
1711,2021-02-22 00:51:37,2021-02-22 00:54:07,9
1712,2021-02-22 01:04:24,2021-02-22 01:04:32,9
1713,2021-02-22 01:10:08,2021-02-22 01:10:17,9
1714,2021-02-22 01:14:01,2021-02-22 01:14:21,9
1715,2021-02-22 01:15:09,2021-02-22 01:15:15,9
1716,2021-02-22 01:20:35,2021-02-22 01:20:50,9
1717,2021-02-22 01:26:57,2021-02-22 01:27:26,9
1718,2021-02-22 01:27:53,2021-02-22 01:28:20,9
1719,2021-02-22 01:32:02,2021-02-22 01:32:09,9
1720,2021-02-22 01:34:04,2021-02-22 01:34:58,9
1721,2021-02-22 01:49:43,2021-02-22 01:49:59,9
1722,2021-02-22 01:51:06,2021-02-22 01:51:44,9
1723,2021-02-22 01:52:17,2021-02-22 01:52:50,9
1724,2021-02-22 02:47:51,2021-02-22 02:51:59,9
1725,2021-02-22 03:00:10,2021-02-22 03:00:24,9
1726,2021-02-22 03:20:23,2021-02-22 03:20:31,9
1727,2021-02-22 03:21:00,2021-02-22 03:22:38,9
1728,2021-02-22 03:27:02,2021-02-22 03:27:10,9
1729,2021-02-22 03:38:24,2021-02-22 03:38:27,9
1730,2021-02-22 03:47:26,2021-02-22 03:47:29,9
1731,2021-02-22 03:49:44,2021-02-22 03:50:00,9
1732,2021-02-22 04:12:35,2021-02-22 04:12:46,9
1733,2021-02-22 04:19:37,2021-02-22 04:21:52,9
1734,2021-02-22 04:53:01,2021-02-22 04:53:24,9
1735,2021-02-22 04:54:02,2021-02-22 04:54:20,9
1736,2021-02-22 05:02:48,2021-02-22 05:02:57,9
1737,2021-02-22 05:07:48,2021-02-22 05:12:26,9
1738,2021-02-22 05:13:29,2021-02-22 05:15:07,9
1739,2021-02-22 05:19:19,2021-02-22 05:19:29,9
1740,2021-02-22 05:35:04,2021-02-22 05:35:14,9
1741,2021-02-22 05:35:56,2021-02-22 05:36:59,9
1742,2021-02-22 05:46:24,2021-02-22 05:46:35,9
1743,2021-02-22 05:48:37,2021-02-22 05:49:13,9
1744,2021-02-22 06:04:42,2021-02-22 06:04:53,9
1745,2021-02-22 06:05:22,2021-02-22 06:05:34,9
1746,2021-02-22 07:13:56,2021-02-22 07:14:23,9
1747,2021-02-22 07:38:05,2021-02-22 07:38:16,9
1748,2021-02-22 07:40:09,2021-02-22 07:40:56,9
1749,2021-02-22 07:41:14,2021-02-22 07:42:57,9
1750,2021-02-22 07:44:43,2021-02-22 07:45:47,9
1751,2021-02-22 07:46:36,2021-02-22 07:47:25,9
1752,2021-02-22 08:22:09,2021-02-22 08:22:26,9
1753,2021-02-22 08:22:39,2021-02-22 08:23:10,9
1754,2021-02-22 08:24:33,2021-02-22 08:24:54,9
1755,2021-02-22 08:26:46,2021-02-22 08:26:59,9
1756,2021-02-22 08:27:19,2021-02-22 08:28:40,9
1757,2021-02-22 08:33:24,2021-02-22 08:37:04,9
1758,2021-02-22 08:45:35,2021-02-22 08:45:53,9
1759,2021-02-22 08:46:55,2021-02-22 08:47:08,9
1760,2021-02-22 09:09:19,2021-02-22 09:09:24,9
1761,2021-02-22 09:10:38,2021-02-22 09:11:31,9
1762,2021-02-22 09:21:01,2021-02-22 09:27:12,9
1763,2021-02-22 09:27:59,2021-02-22 09:32:31,9
1764,2021-02-22 10:47:43,2021-02-22 10:49:20,9
1765,2021-02-22 10:50:51,2021-02-22 10:51:02,9
1766,2021-02-22 11:03:37,2021-02-22 11:06:36,9
1767,2021-02-22 12:23:14,2021-02-22 12:24:04,9
1768,2021-02-22 12:25:34,2021-02-22 12:27:43,9
1769,2021-02-22 12:36:26,2021-02-22 12:38:37,9
1770,2021-02-22 18:37:38,2021-02-22 18:38:23,9
1771,2021-02-22 20:02:19,2021-02-22 20:03:16,9
1772,2021-02-22 20:32:35,2021-02-22 20:34:46,9
1773,2021-02-22 20:35:52,2021-02-22 20:36:09,9
1774,2021-02-22 20:41:27,2021-02-22 20:41:46,9
1775,2021-02-22 20:51:43,2021-02-22 20:51:48,9
1776,2021-02-22 21:16:16,2021-02-22 21:16:24,9
1777,2021-02-22 21:16:34,2021-02-22 21:26:02,9
1778,2021-02-22 21:36:59,2021-02-22 21:37:31,9
1779,2021-02-22 21:42:08,2021-02-22 21:43:59,9
1780,2021-02-22 21:44:56,2021-02-22 21:45:04,9
1781,2021-02-22 21:51:00,2021-02-22 21:51:19,9
1782,2021-02-22 21:51:54,2021-02-22 21:56:48,9
1783,2021-02-22 21:57:44,2021-02-22 22:03:14,9
1784,2021-02-22 22:03:49,2021-02-22 22:05:00,9
1785,2021-02-22 22:11:38,2021-02-22 22:11:43,9
1786,2021-02-22 22:12:07,2021-02-22 22:13:21,9
1787,2021-02-22 22:14:57,2021-02-22 22:16:55,9
1788,2021-02-22 22:46:23,2021-02-22 22:47:39,9
1789,2021-02-22 23:24:40,2021-02-22 23:26:42,9
1790,2021-02-22 23:50:45,2021-02-22 23:51:01,9
1791,2021-02-23 00:00:54,2021-02-23 00:01:39,9
1792,2021-02-23 00:17:37,2021-02-23 00:19:56,9
1793,2021-02-23 00:22:19,2021-02-23 00:31:08,9
1794,2021-02-23 00:34:09,2021-02-23 00:35:28,9
1795,2021-02-23 00:51:49,2021-02-23 00:52:05,9
1796,2021-02-23 00:54:43,2021-02-23 00:54:53,9
1797,2021-02-23 00:57:38,2021-02-23 00:59:41,9
1798,2021-02-23 01:00:06,2021-02-23 01:03:05,9
1799,2021-02-23 01:03:18,2021-02-23 01:03:33,9
1800,2021-02-23 02:19:27,2021-02-23 02:21:10,9
1801,2021-02-23 02:26:19,2021-02-23 02:26:37,9
1802,2021-02-23 02:31:36,2021-02-23 02:31:58,9
1803,2021-02-23 02:47:35,2021-02-23 02:47:44,9
1804,2021-02-23 03:00:29,2021-02-23 03:01:32,9
1805,2021-02-23 03:15:02,2021-02-23 03:15:15,9
1806,2021-02-23 03:17:16,2021-02-23 03:24:43,9
1807,2021-02-23 03:27:52,2021-02-23 03:34:33,9
1808,2021-02-23 03:57:42,2021-02-23 03:57:49,9
1809,2021-02-23 04:05:33,2021-02-23 04:12:27,9
1810,2021-02-23 04:12:44,2021-02-23 04:13:53,9
1811,2021-02-23 04:19:32,2021-02-23 04:19:49,9
1812,2021-02-23 04:20:07,2021-02-23 04:20:19,9
1813,2021-02-23 04:22:53,2021-02-23 04:23:16,9
1814,2021-02-23 04:29:46,2021-02-23 04:29:48,9
1815,2021-02-23 04:30:01,2021-02-23 04:30:06,9
1816,2021-02-23 04:33:19,2021-02-23 04:33:29,9
1817,2021-02-23 04:40:05,2021-02-23 04:40:13,9
1818,2021-02-23 04:42:44,2021-02-23 04:43:12,9
1819,2021-02-23 05:16:27,2021-02-23 05:16:35,9
1820,2021-02-23 05:29:27,2021-02-23 05:29:52,9
1821,2021-02-23 05:31:12,2021-02-23 05:31:30,9
1822,2021-02-23 05:38:29,2021-02-23 05:38:33,9
1823,2021-02-23 05:39:13,2021-02-23 05:39:23,9
1824,2021-02-23 05:43:17,2021-02-23 05:43:25,9
1825,2021-02-23 05:57:48,2021-02-23 05:58:03,9
1826,2021-02-23 06:04:51,2021-02-23 06:06:39,9
1827,2021-02-23 06:09:27,2021-02-23 06:09:57,9
1828,2021-02-23 07:16:08,2021-02-23 07:16:20,9
1829,2021-02-23 07:17:32,2021-02-23 07:17:38,9
1830,2021-02-23 07:18:10,2021-02-23 07:21:04,9
1831,2021-02-23 07:25:43,2021-02-23 07:27:05,9
1832,2021-02-23 07:40:34,2021-02-23 07:42:17,9
1833,2021-02-23 07:43:37,2021-02-23 07:45:19,9
1834,2021-02-23 07:53:28,2021-02-23 07:54:13,9
